# Index	M_int	Con
713	3.016466e+11	2.979016e+02
714	2.721867e+11	2.230573e+01
715	7.040458e+11	5.990671e+02
716	2.395311e+11	2.382899e+02
717	2.434601e+11	7.482867e+01
718	3.563911e+11	5.601424e+02
719	3.607707e+11	1.519365e+02
720	3.007263e+11	6.048409e+02
721	3.374404e+11	2.273426e+01
722	4.651173e+11	5.404338e+02
723	4.534943e+11	1.199160e+02
724	3.415792e+11	8.829784e+02
725	4.568275e+11	4.636892e+02
726	2.844575e+11	9.738572e+01
727	4.223791e+11	2.365292e+02
728	3.732033e+11	8.840052e+01
729	2.551748e+11	1.452032e+03
730	4.829448e+11	4.351046e+02
731	4.732304e+11	2.256242e+02
732	6.796944e+11	2.235729e+02
733	5.013496e+11	5.451321e+02
734	2.670946e+11	3.526499e+02
735	3.049228e+11	4.597897e+01
736	1.813816e+11	9.172841e+00
737	3.252564e+11	4.801318e+02
738	4.334490e+11	5.269616e+01
739	2.720716e+11	1.683193e+02
740	1.620832e+11	4.715147e+00
741	2.573205e+11	4.698723e+00
742	2.905453e+11	9.333091e+02
743	5.332803e+11	5.507407e+01
744	3.742969e+11	5.215334e+02
745	2.307548e+11	5.804357e+01
746	4.700078e+11	2.407695e+02
747	2.727425e+11	1.389055e+01
748	3.274658e+11	5.528392e+02
749	3.373942e+11	6.546215e+02
750	2.049475e+11	7.779602e+00
751	5.463589e+11	3.211213e+02
752	3.905034e+11	2.554559e+02
753	4.443732e+11	4.512119e+02
754	3.951292e+11	9.359464e+01
755	3.975678e+11	2.856336e+02
756	2.908031e+11	1.150567e+03
757	3.901225e+11	2.045380e+01
758	2.651023e+11	6.322927e+01
759	1.967798e+11	1.007874e+02
760	2.929113e+11	2.941257e+02
761	2.961698e+11	2.381563e+02
762	3.894433e+11	1.815895e+02
763	2.819242e+11	7.624354e+00
764	2.254219e+11	3.394603e+01
765	3.604106e+11	4.329329e+02
766	3.230760e+11	6.025043e+01
767	2.567793e+11	2.632430e+02
768	4.559846e+11	7.276947e+01
769	4.474673e+11	4.001514e+02
770	3.527241e+11	2.242295e+02
771	3.947447e+11	7.141750e+00
772	3.679714e+11	6.411037e+01
